Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,ShortCmp,ShortAtt,ShortCmp%,ShortTotDist,ShortPrgDist,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,CPA,Mis,Dis,Rec,Dead,TB,Sw,Crs,TI,In,Out,Str,Off,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,npxG/Sh,G-xG,np:G-xG
Ali Jasim,iq,FW,DF,Como,Serie A,20.0,2004.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alidu Seidu,gh,DF,0,Clermont Foot,Ligue 1,23.0,2000.0,14.0,13.0,12.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.1,0.1,0.7,0.7,16.0,33.0,3.0,0.08,0.06,32.0,24.0,372.0,488.0,55.0,24.0,31.0,77.4,7.0,15.0,7.0,8.0,25.0,57.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.03,7.0,2.0,1.0,3.0,0.0,1.0,0.08,623.0,756.0,82.4,11437.0,3446.0,247.0,269.0,91.8,295.0,350.0,84.3,0.2,0.3,5.0,43.0,0.0,0.0,905.0,68.0,1.0,905.0,11.0,44.0,12.0,48.0,651.0,4153.0,1861.0,0.0,13.0,6.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,37.0,86.0,12.0,1.0,7.0,0.0,0.64,8.0,19.0,-11.0,-0.88,0.2,12.5,21.5,-9.0,-0.71,1.0,16.7,0.48,0.08,0.0,0.0,36.3,0.01,-0.1,-0.1
Alidu Seidu,gh,DF,0,Rennes,Ligue 1,24.0,2000.0,11.0,7.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,14.0,23.0,24.0,0.0,0.05,21.0,9.0,121.0,215.0,109.0,14.0,19.0,73.7,6.0,11.0,3.0,8.0,10.0,31.0,13.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.21,7.0,0.0,0.0,0.0,1.0,0.0,0.0,309.0,362.0,85.4,5076.0,1287.0,150.0,164.0,91.5,133.0,152.0,87.5,0.1,-0.1,3.0,17.0,4.0,0.0,439.0,23.0,2.0,439.0,6.0,54.5,3.0,27.3,287.0,1858.0,812.0,1.0,11.0,3.0,267.0,77.0,1.0,3.0,4.0,54.0,0.0,0.0,0.0,1.0,54.0,19.4,79.0,3.0,4.0,10.0,3.0,1.64,7.0,9.0,-2.0,-0.3,-0.63,11.7,8.8,2.8,0.43,0.0,0.0,0.3,0.0,0.0,0.0,28.7,0.12,-0.2,-0.2
Alieu Fadera,gm,FW,0,Como,Serie A,22.0,2001.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aliou Badara Baldé,gn,FW,DF,Nice,Ligue 1,20.0,2002.0,7.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,2.0,8.0,0.0,0.17,4.0,1.0,5.0,19.0,36.0,1.0,1.0,100.0,0.0,3.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.25,2.0,0.0,2.0,1.0,0.0,0.0,0.0,15.0,30.0,50.0,183.0,33.0,12.0,17.0,70.6,2.0,9.0,22.2,0.0,0.0,0.0,5.0,0.0,0.0,58.0,1.0,5.0,58.0,3.0,30.0,6.0,60.0,35.0,353.0,161.0,1.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.3,0.0,0.0,7.0,10.0,23.0,1.14,3.0,0.0,3.0,3.91,3.67,1.8,1.6,0.2,0.29,2.0,66.7,3.91,2.61,0.0,0.0,19.3,0.05,-0.1,-0.1
Aliou Badara Baldé,gn,MF,FW,Bochum,Bundesliga,21.0,2002.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aliou Thiaré,sn,DF,0,Le Havre,Ligue 1,19.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alisson,br,GK,0,Liverpool,Premier League,32.0,1992.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1145.0,52.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,1.0,7.0,4.0,1.0,28.7,0.26,-0.3,-0.01,180.0,216.0,32.8,1021.0,140.0,14.1,24.7,299.0,13.0,4.3,33.0,1.18,17.7,11.0,0.39,10.0,1.0,0.0,0.0,0.0,0.0,0.0,985.0,1142.0,86.3,21428.0,13147.0,238.0,239.0,99.6,597.0,607.0,98.4,0.0,0.0,1.0,8.0,0.0,0.0,1196.0,754.0,0.0,1196.0,0.0,0.0,0.0,0.0,850.0,3713.0,2361.0,0.0,4.0,0.0,764.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,73.7,90.0,28.0,0.0,0.0,0.0,2.0,60.0,30.0,30.0,1.07,-0.43,62.1,35.4,26.7,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aljoscha Kemlein,de,MF,0,Union Berlin,Bundesliga,20.0,2004.0,2.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14,0.0,0.0,5.0,6.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,9.0,77.8,122.0,52.0,3.0,4.0,75.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,136.0,1.0,100.0,0.0,0.0,7.0,41.0,31.0,0.0,1.0,0.0,6.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,0.9,0.0,0.0,2.0,15.0,4.0,3.0,2.0,0.0,2.0,6.21,7.01,1.0,1.1,-0.2,-0.5,0.0,0.0,3.1,0.0,0.0,0.0,23.2,0.04,0.0,0.0
Allan Campbell,sct,MF,0,Luton Town,Premier League,25.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan Nyom,cm,DF,0,Getafe,La Liga,36.0,1988.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Almugera Kabar,de,DF,0,Dortmund,Bundesliga,18.0,2006.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alois Confais,fr,MF,FW,Le Havre,Ligue 1,26.0,1996.0,2.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,9.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,77.8,74.0,5.0,7.0,8.0,87.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,35.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.0,0.0,2.0,4.0,13.0,1.5,2.0,0.0,2.0,25.71,26.1,1.0,0.0,1.0,12.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphadjo Cissè,it,FW,0,Hellas Verona,Serie A,16.0,2006.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,9.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.2,0.0,0.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.34,0.1,0.8,-0.8,-8.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphadjo Cissè,it,MF,0,Hellas Verona,Serie A,18.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,fr,GK,0,West Ham,Premier League,31.0,1993.0,31.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,969.0,7.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,1.0,2.0,16.0,53.0,5.0,16.0,3.0,3.0,52.1,0.24,2.1,0.07,211.0,430.0,37.2,643.0,144.0,43.9,36.8,468.0,27.0,5.8,7.0,0.23,8.9,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,562.0,867.0,64.8,17799.0,12917.0,74.0,76.0,97.4,245.0,246.0,99.6,0.0,0.0,0.0,8.0,0.0,0.0,976.0,835.0,0.0,976.0,1.0,100.0,0.0,0.0,498.0,3168.0,1945.0,0.0,0.0,0.0,345.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,87.0,78.9,87.0,28.0,0.0,0.0,2.0,1.35,49.0,53.0,-4.0,-0.13,1.11,41.7,54.3,-12.7,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonso Davies,ca,DF,0,Bayern Munich,Bundesliga,23.0,2000.0,29.0,24.0,22.9,2.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.9,3.8,121.0,117.0,139.0,0.31,0.17,47.0,24.0,547.0,871.0,558.0,30.0,53.0,56.6,23.0,30.0,4.0,26.0,26.0,73.0,49.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,3.31,63.0,1.0,7.0,2.0,2.0,14.0,0.61,1440.0,1642.0,87.7,20701.0,5332.0,847.0,929.0,91.2,536.0,589.0,91.0,3.3,2.1,37.0,93.0,31.0,7.0,1934.0,60.0,64.0,1934.0,70.0,57.4,47.0,38.5,1225.0,7683.0,4482.0,35.0,40.0,24.0,1339.0,48.0,2.0,1.0,4.0,40.0,0.0,0.0,0.0,0.0,71.0,67.5,81.0,16.0,5.0,23.0,2.0,2.17,65.0,30.0,35.0,1.53,0.26,54.4,22.5,31.9,1.39,4.0,30.8,0.57,0.17,0.15,0.5,22.2,0.08,1.0,1.0
Altay Bayındır,tr,GK,0,Manchester Utd,Premier League,25.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amad Diallo,ci,FW,MF,Manchester Utd,Premier League,22.0,2002.0,9.0,3.0,4.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.1,1.6,11.0,10.0,31.0,0.46,0.36,10.0,3.0,28.0,94.0,110.0,3.0,7.0,42.9,6.0,10.0,1.0,2.0,1.0,11.0,6.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,185.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.62,16.0,0.0,3.0,0.0,0.0,0.0,0.0,149.0,170.0,87.6,1931.0,279.0,105.0,115.0,91.3,32.0,37.0,86.5,0.5,-0.1,10.0,12.0,3.0,0.0,231.0,8.0,24.0,231.0,11.0,47.8,10.0,43.5,146.0,1035.0,355.0,4.0,7.0,14.0,163.0,18.0,1.0,0.0,12.0,7.0,6.0,0.0,1.0,3.0,43.0,11.4,75.0,0.0,6.0,28.0,8.0,1.22,10.0,6.0,4.0,0.92,1.07,7.7,7.4,0.3,0.07,4.0,40.0,2.31,0.92,0.1,0.25,19.3,0.05,0.5,0.5
Amadou Diallo,eng,MF,0,Newcastle Utd,Premier League,20.0,2003.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,10.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amadou Haidara,ml,MF,0,RB Leipzig,Bundesliga,26.0,1998.0,21.0,19.0,17.0,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.1,1.1,1.6,2.7,8.0,97.0,11.0,0.18,0.16,42.0,27.0,219.0,632.0,161.0,23.0,41.0,56.1,18.0,28.0,6.0,22.0,21.0,63.0,37.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.42,34.0,1.0,2.0,2.0,1.0,7.0,0.41,694.0,825.0,84.1,11528.0,4135.0,324.0,372.0,87.1,310.0,350.0,88.6,1.6,-0.6,17.0,95.0,19.0,1.0,1007.0,52.0,12.0,1007.0,9.0,81.8,2.0,18.2,466.0,2024.0,1007.0,2.0,12.0,9.0,620.0,9.0,5.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,73.0,49.9,79.0,4.0,2.0,11.0,2.0,2.1,44.0,17.0,27.0,1.59,0.95,35.8,18.2,17.6,1.04,9.0,42.9,1.24,0.53,0.1,0.22,22.7,0.05,0.9,0.9
Amadou Koné,ml,MF,0,Reims,Ligue 1,19.0,2005.0,16.0,4.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.3,0.3,0.2,0.4,2.0,28.0,2.0,0.0,0.08,13.0,8.0,97.0,199.0,32.0,6.0,10.0,60.0,4.0,8.0,3.0,5.0,10.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.14,6.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,256.0,79.7,3787.0,1027.0,72.0,95.0,75.8,99.0,113.0,87.6,0.1,-0.2,3.0,19.0,1.0,0.0,322.0,23.0,2.0,322.0,2.0,66.7,1.0,33.3,224.0,1213.0,443.0,0.0,9.0,4.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.5,73.0,2.0,12.0,15.0,4.0,1.81,7.0,6.0,1.0,0.19,0.4,8.4,9.3,-0.8,-0.16,1.0,16.7,1.14,0.19,0.0,0.0,27.3,0.05,-0.3,-0.3
Amadou Onana,be,MF,0,Aston Villa,Premier League,23.0,2001.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
