Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,ShortCmp,ShortAtt,ShortCmp%,ShortTotDist,ShortPrgDist,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,CPA,Mis,Dis,Rec,Dead,TB,Sw,Crs,TI,In,Out,Str,Off,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,npxG/Sh,G-xG,np:G-xG
Ebenezer Akinsanmiro,ng,MF,0,Inter,Serie A,18.0,2004.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eberechi Eze,eng,MF,FW,Crystal Palace,Premier League,25.0,1998.0,38.0,602.0,2636.0,735.0,10.0,4.0,14.0,9.0,1.0,1.0,3.0,0.0,7.3,6.5,4.3,10.8,69.0,131.0,129.0,0.44,0.39,42.0,24.0,212.0,735.0,602.0,18.0,38.0,47.4,20.0,70.0,0.0,22.0,13.0,55.0,10.0,0.0,0.0,54.0,71.0,0.0,0.0,0.0,0.0,0.0,700.0,909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,4.03,69.0,21.0,11.0,11.0,2.0,16.0,0.55,923.0,1178.0,78.4,14106.0,3902.0,531.0,607.0,87.5,294.0,353.0,83.3,3.1,-0.3,57.0,88.0,35.0,2.0,1515.0,20.0,84.0,1514.0,71.0,58.2,41.0,33.6,889.0,5017.0,2398.0,28.0,71.0,54.0,999.0,144.0,7.0,6.0,107.0,5.0,30.0,23.0,3.0,6.0,20.0,212.0,84.0,1514.0,122.0,71.0,58.2,41.0,33.6,889.0,5017.0,2398.0,69.0,57.0,28.0,71.0,54.0,25.0,35.7,2.39,0.85,0.13,0.36,21.9,0.09,2.7,2.5
Edan Diop,fr,DF,FW,Monaco,Ligue 1,17.0,2004.0,7.0,83.0,223.0,68.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,2.1,8.0,17.0,29.0,0.4,0.83,13.0,8.0,20.0,68.0,83.0,7.0,15.0,46.7,8.0,7.0,1.0,6.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.83,7.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,121.0,73.6,1431.0,396.0,45.0,58.0,77.6,37.0,46.0,80.4,0.6,-0.8,3.0,11.0,6.0,0.0,167.0,2.0,16.0,167.0,3.0,27.3,8.0,72.7,119.0,636.0,275.0,2.0,4.0,3.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,16.0,167.0,11.0,3.0,27.3,8.0,72.7,119.0,636.0,275.0,8.0,11.0,2.0,4.0,3.0,2.0,33.3,2.42,0.81,0.17,0.5,15.6,0.2,-0.2,-0.2
Edan Diop,fr,MF,DF,Monaco,Ligue 1,18.0,2004.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Nketiah,eng,FW,0,Arsenal,Premier League,24.0,1999.0,30.0,221.0,1089.0,157.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,8.2,8.2,1.1,9.3,32.0,15.0,82.0,0.41,0.76,13.0,9.0,35.0,157.0,221.0,2.0,10.0,20.0,10.0,41.0,1.0,6.0,1.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.4,14.0,0.0,6.0,3.0,0.0,3.0,0.25,205.0,255.0,80.4,2894.0,350.0,131.0,151.0,86.8,58.0,69.0,84.1,1.3,-0.1,9.0,16.0,6.0,0.0,407.0,10.0,87.0,407.0,15.0,44.1,13.0,38.2,259.0,1682.0,603.0,22.0,30.0,20.0,305.0,16.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,10.0,35.0,87.0,407.0,34.0,15.0,44.1,13.0,38.2,259.0,1682.0,603.0,32.0,16.0,22.0,30.0,20.0,14.0,34.1,3.39,1.16,0.1,0.29,11.3,0.2,-4.2,-4.2
Eden Hazard,be,FW,0,Real Madrid,La Liga,31.0,1991.0,6.0,82.0,196.0,44.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.5,0.7,6.0,8.0,25.0,0.46,0.67,0.0,0.0,5.0,44.0,82.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.35,12.0,1.0,0.0,2.0,0.0,1.0,0.46,96.0,108.0,88.9,1184.0,231.0,60.0,68.0,88.2,21.0,22.0,95.5,0.5,0.5,7.0,8.0,3.0,0.0,128.0,0.0,13.0,127.0,2.0,33.3,2.0,33.3,95.0,516.0,268.0,1.0,9.0,2.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,127.0,6.0,2.0,33.3,2.0,33.3,95.0,516.0,268.0,6.0,8.0,1.0,9.0,2.0,0.0,0.0,0.92,0.0,0.0,0.0,21.6,0.09,-1.0,-0.2
Ederson,br,GK,0,Manchester City,Premier League,29.0,1993.0,35.0,35.0,3150.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.03,0.01,3.0,1.0,1295.0,9.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,4.0,10.0,32.0,3.0,43.0,4.0,1.0,26.2,0.3,-4.8,-0.14,1077.0,1234.0,44.5,1104.0,147.0,19.6,28.0,286.0,19.0,6.6,33.0,0.94,15.7,2.0,0.06,2.0,0.0,0.0,0.0,0.0,1.0,0.03,1079.0,1257.0,85.8,26248.0,17275.0,237.0,239.0,99.2,563.0,572.0,98.4,0.2,0.8,1.0,13.0,0.0,0.0,1302.0,1049.0,0.0,1302.0,0.0,0.0,0.0,0.0,869.0,4059.0,2429.0,0.0,0.0,0.0,833.0,157.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,1295.0,0.0,1302.0,0.0,0.0,0.0,0.0,0.0,869.0,4059.0,2429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edimilson Fernandes,ch,DF,0,Mainz 05,Bundesliga,27.0,1996.0,32.0,166.0,2437.0,666.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.3,1.9,15.0,67.0,23.0,0.11,0.07,35.0,25.0,671.0,666.0,166.0,18.0,34.0,52.9,16.0,37.0,16.0,21.0,54.0,89.0,87.0,0.0,0.0,44.0,28.0,0.0,0.0,0.0,0.0,0.0,615.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.33,18.0,13.0,2.0,1.0,0.0,5.0,0.18,832.0,1190.0,69.9,17686.0,6806.0,286.0,323.0,88.5,372.0,456.0,81.6,2.0,1.7,15.0,67.0,14.0,5.0,1485.0,158.0,6.0,1485.0,17.0,68.0,4.0,16.0,768.0,3634.0,1792.0,3.0,15.0,14.0,739.0,90.0,2.0,10.0,53.0,18.0,15.0,9.0,1.0,6.0,158.0,671.0,6.0,1485.0,25.0,17.0,68.0,4.0,16.0,768.0,3634.0,1792.0,15.0,12.0,3.0,15.0,14.0,3.0,20.0,0.55,0.11,0.0,0.0,25.0,0.04,-0.7,-0.7
Edin Džeko,ba,FW,0,Inter,Serie A,36.0,1986.0,33.0,341.0,1732.0,351.0,9.0,3.0,12.0,9.0,0.0,0.0,3.0,0.0,9.7,9.7,3.2,13.0,32.0,67.0,150.0,0.62,0.67,3.0,2.0,67.0,351.0,341.0,0.0,4.0,0.0,4.0,73.0,1.0,14.0,3.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,3.16,47.0,0.0,1.0,1.0,0.0,11.0,0.57,364.0,528.0,68.9,5741.0,1417.0,195.0,253.0,77.1,122.0,173.0,70.5,3.3,-0.2,23.0,39.0,20.0,2.0,749.0,30.0,113.0,749.0,8.0,30.8,14.0,53.8,400.0,2047.0,726.0,15.0,48.0,16.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,67.0,113.0,749.0,26.0,8.0,30.8,14.0,53.8,400.0,2047.0,726.0,32.0,12.0,15.0,48.0,16.0,24.0,32.9,3.79,1.25,0.12,0.38,14.4,0.13,-0.7,-0.7
Edinson Cavani,uy,FW,0,Valencia,La Liga,35.0,1987.0,25.0,208.0,1449.0,217.0,5.0,2.0,7.0,3.0,2.0,3.0,6.0,0.0,6.0,3.6,1.7,5.3,8.0,20.0,53.0,0.31,0.48,7.0,4.0,54.0,217.0,208.0,3.0,15.0,20.0,12.0,31.0,3.0,7.0,2.0,9.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.49,19.0,1.0,0.0,0.0,0.0,4.0,0.25,263.0,354.0,74.3,4029.0,556.0,161.0,203.0,79.3,73.0,94.0,77.7,1.1,0.3,12.0,14.0,4.0,0.0,476.0,13.0,54.0,473.0,4.0,40.0,5.0,50.0,230.0,904.0,316.0,3.0,30.0,9.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,54.0,54.0,473.0,10.0,4.0,40.0,5.0,50.0,230.0,904.0,316.0,8.0,7.0,3.0,30.0,9.0,8.0,25.8,1.93,0.5,0.1,0.38,14.7,0.12,-1.0,-0.6
Edmond Tapsoba,bf,DF,0,Leverkusen,Bundesliga,24.0,1999.0,33.0,109.0,2871.0,1286.0,1.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,2.8,1.2,1.0,2.2,40.0,169.0,10.0,0.0,0.12,51.0,30.0,1143.0,1286.0,109.0,30.0,42.0,71.4,12.0,40.0,17.0,23.0,36.0,87.0,109.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1795.0,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.97,28.0,1.0,1.0,1.0,0.0,5.0,0.16,1891.0,2211.0,85.5,35396.0,13773.0,714.0,783.0,91.2,953.0,1044.0,91.3,1.5,-1.0,5.0,154.0,9.0,0.0,2522.0,254.0,20.0,2520.0,16.0,64.0,2.0,8.0,1516.0,9044.0,5323.0,0.0,15.0,12.0,1668.0,72.0,5.0,11.0,5.0,10.0,0.0,0.0,0.0,5.0,254.0,1143.0,20.0,2520.0,25.0,16.0,64.0,2.0,8.0,1516.0,9044.0,5323.0,40.0,14.0,0.0,15.0,12.0,1.0,7.7,0.41,0.03,0.0,0.0,14.9,0.09,-1.8,-1.2
Edoardo Bove,it,MF,0,Roma,Serie A,21.0,2002.0,22.0,131.0,992.0,301.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.5,0.9,1.4,9.0,33.0,26.0,0.09,0.15,35.0,18.0,107.0,301.0,131.0,16.0,39.0,41.0,23.0,15.0,1.0,14.0,10.0,45.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.54,15.0,0.0,0.0,1.0,1.0,0.0,0.0,309.0,406.0,76.1,4427.0,1026.0,168.0,201.0,83.6,110.0,139.0,79.1,0.7,-0.9,7.0,20.0,6.0,0.0,532.0,12.0,20.0,764.0,5.0,38.5,4.0,30.8,263.0,1015.0,404.0,2.0,25.0,17.0,289.0,11.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,5.0,12.0,107.0,20.0,532.0,13.0,5.0,38.5,4.0,30.8,263.0,1015.0,404.0,9.0,9.0,2.0,25.0,17.0,2.0,28.6,0.64,0.18,0.14,0.5,12.9,0.07,0.2,0.5
Edoardo Goldaniga,it,DF,0,Cagliari,Serie A,29.0,1993.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,19.0,10.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edon Zhegrova,xk,FW,MF,Lille,Ligue 1,24.0,1999.0,22.0,534.0,1056.0,224.0,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,3.6,3.6,4.6,8.2,74.0,52.0,194.0,0.6,0.7,18.0,12.0,42.0,224.0,534.0,12.0,20.0,60.0,33.0,42.0,0.0,9.0,2.0,20.0,2.0,0.0,0.0,24.0,85.0,0.0,0.0,0.0,0.0,0.0,764.0,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,6.64,42.0,15.0,8.0,4.0,2.0,11.0,0.94,464.0,604.0,76.8,6909.0,2273.0,268.0,315.0,85.1,147.0,188.0,78.2,5.3,-0.6,30.0,53.0,33.0,8.0,789.0,2.0,79.0,905.0,53.0,47.7,54.0,48.6,629.0,4673.0,2347.0,35.0,33.0,17.0,586.0,137.0,1.0,3.0,174.0,28.0,34.0,30.0,0.0,1.0,2.0,42.0,79.0,789.0,111.0,53.0,47.7,54.0,48.6,629.0,4673.0,2347.0,74.0,53.0,35.0,33.0,17.0,14.0,33.3,3.58,1.19,0.07,0.21,18.4,0.09,-0.6,-0.6
Edouard Mendy,sn,GK,0,Chelsea,Premier League,30.0,1992.0,10.0,9.0,855.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,4.0,0.0,11.9,0.33,-2.1,-0.22,27.0,77.0,35.1,226.0,47.0,22.1,27.6,128.0,9.0,7.0,11.0,1.16,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,289.0,80.6,5287.0,3583.0,79.0,79.0,100.0,97.0,98.0,99.0,0.0,0.0,0.0,4.0,0.0,0.0,307.0,265.0,0.0,307.0,0.0,0.0,1.0,100.0,171.0,790.0,423.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,304.0,0.0,307.0,1.0,0.0,0.0,1.0,100.0,171.0,790.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edson Álvarez,mx,MF,0,West Ham,Premier League,25.0,1997.0,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,1207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,9.0,4.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edu Expósito,es,MF,0,Espanyol,La Liga,25.0,1996.0,28.0,242.0,1160.0,329.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,0.9,0.9,2.4,3.3,19.0,72.0,59.0,0.31,0.25,34.0,20.0,124.0,329.0,242.0,13.0,23.0,56.5,10.0,19.0,0.0,7.0,12.0,46.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.49,30.0,5.0,4.0,2.0,1.0,9.0,0.7,389.0,530.0,73.4,6692.0,2025.0,166.0,198.0,83.8,168.0,206.0,81.6,2.2,-0.4,22.0,45.0,20.0,4.0,689.0,28.0,20.0,689.0,11.0,47.8,7.0,30.4,358.0,1755.0,901.0,2.0,25.0,13.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,124.0,20.0,689.0,23.0,11.0,47.8,7.0,30.4,358.0,1755.0,901.0,19.0,15.0,2.0,25.0,13.0,7.0,36.8,1.47,0.54,0.11,0.29,24.7,0.05,1.1,1.1
Eduard Sobol,ua,DF,0,Strasbourg,Ligue 1,28.0,1995.0,15.0,156.0,870.0,230.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.8,0.9,16.0,34.0,54.0,0.1,0.09,19.0,10.0,97.0,230.0,156.0,9.0,13.0,69.2,4.0,10.0,1.0,9.0,8.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.07,13.0,0.0,2.0,3.0,2.0,2.0,0.21,298.0,391.0,76.2,4795.0,1729.0,156.0,179.0,87.2,108.0,151.0,71.5,0.7,0.2,8.0,25.0,10.0,3.0,479.0,19.0,8.0,479.0,11.0,44.0,9.0,36.0,300.0,1781.0,771.0,2.0,12.0,7.0,277.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,19.0,97.0,8.0,479.0,25.0,11.0,44.0,9.0,36.0,300.0,1781.0,771.0,16.0,15.0,2.0,12.0,7.0,0.0,0.0,0.52,0.0,0.0,0.0,26.6,0.02,-0.1,-0.1
Eduardo Camavinga,fr,MF,DF,Real Madrid,La Liga,20.0,2002.0,37.0,485.0,2010.0,942.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.8,0.8,1.5,2.3,69.0,165.0,99.0,0.04,0.1,68.0,48.0,372.0,942.0,485.0,24.0,64.0,37.5,40.0,24.0,5.0,19.0,17.0,85.0,25.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.0,1328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,3.23,55.0,0.0,5.0,9.0,0.0,5.0,0.22,1364.0,1504.0,90.7,21221.0,5654.0,711.0,763.0,93.2,517.0,548.0,94.3,2.2,-0.5,24.0,138.0,17.0,1.0,1770.0,51.0,39.0,1770.0,38.0,53.5,25.0,35.2,1162.0,6589.0,3684.0,12.0,39.0,28.0,1326.0,44.0,4.0,9.0,4.0,20.0,0.0,0.0,0.0,6.0,51.0,372.0,39.0,1770.0,71.0,38.0,53.5,25.0,35.2,1162.0,6589.0,3684.0,69.0,77.0,12.0,39.0,28.0,3.0,16.7,0.81,0.13,0.0,0.0,23.2,0.04,-0.8,-0.8
Eduardo Quaresma,pt,DF,0,Hoffenheim,Bundesliga,20.0,2002.0,4.0,4.0,88.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,5.0,3.0,25.0,53.0,4.0,1.0,3.0,33.3,2.0,3.0,2.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,68.0,88.2,1119.0,317.0,21.0,24.0,87.5,36.0,39.0,92.3,0.0,0.0,0.0,5.0,1.0,0.0,81.0,4.0,1.0,81.0,1.0,50.0,0.0,0.0,56.0,228.0,133.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,1.0,81.0,2.0,1.0,50.0,0.0,0.0,56.0,228.0,133.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Bilal Touré,ml,FW,0,Almería,La Liga,20.0,2001.0,21.0,172.0,1264.0,196.0,7.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,6.3,6.3,1.3,7.6,18.0,14.0,51.0,0.64,0.54,4.0,3.0,46.0,196.0,172.0,0.0,3.0,0.0,3.0,29.0,1.0,5.0,1.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.56,26.0,1.0,2.0,3.0,0.0,4.0,0.28,183.0,258.0,70.9,2226.0,311.0,130.0,158.0,82.3,44.0,65.0,67.7,0.7,0.7,14.0,16.0,3.0,1.0,407.0,26.0,53.0,407.0,6.0,35.3,9.0,52.9,201.0,1136.0,519.0,9.0,44.0,9.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,46.0,53.0,407.0,17.0,6.0,35.3,9.0,52.9,201.0,1136.0,519.0,18.0,16.0,9.0,44.0,9.0,14.0,48.3,2.06,1.0,0.24,0.5,11.5,0.22,0.7,0.7
El Bilal Touré,ml,FW,0,Atalanta,Serie A,21.0,2001.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
