Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,ShortCmp,ShortAtt,ShortCmp%,ShortTotDist,ShortPrgDist,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,CPA,Mis,Dis,Rec,Dead,TB,Sw,Crs,TI,In,Out,Str,Off,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,npxG/Sh,G-xG,np:G-xG
El Bilal Touré,ml,FW,0,Reims,Ligue 1,20.0,2001.0,3.0,13.0,91.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,0.0,0.09,0.0,0.0,3.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,80.0,234.0,46.0,9.0,11.0,81.8,6.0,7.0,85.7,0.0,-0.1,2.0,1.0,1.0,0.0,29.0,1.0,3.0,29.0,1.0,50.0,1.0,50.0,13.0,61.0,15.0,0.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,29.0,2.0,1.0,50.0,1.0,50.0,13.0,61.0,15.0,0.0,0.0,0.0,1.0,2.0,1.0,100.0,0.99,0.99,0.0,0.0,26.1,0.03,0.0,0.0
El Chadaille Bitshiabu,fr,DF,0,Paris S-G,Ligue 1,17.0,2005.0,13.0,21.0,583.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,1.0,23.0,8.0,0.0,0.01,10.0,7.0,214.0,283.0,21.0,3.0,12.0,25.0,9.0,9.0,7.0,2.0,9.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.46,3.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,465.0,92.5,7453.0,2477.0,184.0,193.0,95.3,200.0,216.0,92.6,0.1,-0.1,1.0,26.0,1.0,0.0,515.0,56.0,2.0,515.0,1.0,50.0,1.0,50.0,428.0,1642.0,610.0,0.0,2.0,2.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,214.0,2.0,515.0,2.0,1.0,50.0,1.0,50.0,428.0,1642.0,610.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Chadaille Bitshiabu,fr,DF,MF,RB Leipzig,Bundesliga,18.0,2005.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elayis Tavsan,nl,MF,FW,Hellas Verona,Serie A,22.0,2001.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elba Rashani,xk,MF,FW,Clermont Foot,Ligue 1,30.0,1993.0,32.0,406.0,2162.0,436.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,4.7,4.7,3.6,8.3,55.0,54.0,172.0,0.25,0.34,39.0,26.0,169.0,436.0,406.0,13.0,39.0,33.3,26.0,35.0,2.0,25.0,21.0,60.0,19.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,294.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.92,37.0,0.0,1.0,2.0,1.0,7.0,0.29,543.0,729.0,74.5,7569.0,1657.0,316.0,375.0,84.3,179.0,229.0,78.2,2.8,-0.6,20.0,39.0,15.0,5.0,994.0,28.0,93.0,994.0,22.0,39.3,26.0,46.4,712.0,4389.0,1714.0,22.0,49.0,25.0,664.0,9.0,1.0,0.0,28.0,3.0,0.0,0.0,0.0,1.0,28.0,169.0,93.0,994.0,56.0,22.0,39.3,26.0,46.4,712.0,4389.0,1714.0,55.0,39.0,22.0,49.0,25.0,13.0,37.1,1.46,0.54,0.09,0.23,14.4,0.13,-1.7,-1.7
Eldor Shomurodov,uz,FW,MF,Cagliari,Serie A,28.0,1995.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eldor Shomurodov,uz,FW,0,Roma,Serie A,27.0,1995.0,6.0,34.0,119.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,3.0,4.0,15.0,0.0,0.45,1.0,0.0,4.0,16.0,34.0,0.0,2.0,0.0,2.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.51,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,33.0,75.8,371.0,69.0,15.0,19.0,78.9,9.0,11.0,81.8,0.0,0.0,0.0,4.0,1.0,0.0,53.0,1.0,11.0,53.0,1.0,25.0,3.0,75.0,34.0,241.0,103.0,2.0,4.0,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,53.0,4.0,1.0,25.0,3.0,75.0,34.0,241.0,103.0,3.0,4.0,2.0,4.0,5.0,3.0,50.0,4.54,2.27,0.0,0.0,19.8,0.1,-0.6,-0.6
Eldor Shomurodov,uz,FW,0,Spezia,Serie A,27.0,1995.0,15.0,151.0,809.0,140.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.8,2.8,1.4,4.2,7.0,15.0,53.0,0.22,0.46,5.0,5.0,31.0,140.0,151.0,2.0,11.0,18.2,9.0,18.0,1.0,4.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.12,17.0,0.0,2.0,0.0,0.0,1.0,0.11,143.0,205.0,69.8,1903.0,367.0,86.0,113.0,76.1,44.0,56.0,78.6,0.8,-0.4,11.0,7.0,5.0,1.0,316.0,4.0,34.0,316.0,8.0,32.0,13.0,52.0,170.0,899.0,337.0,3.0,37.0,17.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,34.0,316.0,25.0,8.0,32.0,13.0,52.0,170.0,899.0,337.0,7.0,4.0,3.0,37.0,17.0,4.0,22.2,2.0,0.44,0.06,0.25,15.7,0.16,-1.8,-1.8
Eli Junior Kroupi,fr,FW,MF,Lorient,Ligue 1,17.0,2006.0,1.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,216.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,46.0,22.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,3.0,27.0,6.0,0.0,0.0,0.0,3.0,38.0,3.0,0.0,14.0,4.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elia Caprile,it,GK,0,Empoli,Serie A,21.0,2001.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elias Baum,de,DF,MF,Eint Frankfurt,Bundesliga,17.0,2005.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eliesse Ben Seghir,ma,FW,MF,Monaco,Ligue 1,17.0,2005.0,19.0,272.0,1052.0,284.0,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1.9,1.9,1.2,3.2,31.0,55.0,93.0,0.43,0.27,18.0,10.0,38.0,284.0,272.0,4.0,12.0,33.3,8.0,21.0,1.0,17.0,4.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.48,23.0,0.0,2.0,3.0,0.0,2.0,0.17,342.0,436.0,78.4,4983.0,1280.0,181.0,224.0,80.8,123.0,145.0,84.8,1.1,-0.2,14.0,30.0,21.0,0.0,583.0,2.0,40.0,583.0,14.0,38.9,14.0,38.9,459.0,2968.0,1211.0,8.0,39.0,22.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,40.0,583.0,36.0,14.0,38.9,14.0,38.9,459.0,2968.0,1211.0,31.0,28.0,8.0,39.0,22.0,8.0,38.1,1.8,0.68,0.19,0.5,18.6,0.09,2.1,2.1
Eliesse Ben Seghir,ma,MF,FW,Monaco,Ligue 1,18.0,2005.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,13.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elif Elmas,mk,FW,MF,Napoli,Serie A,23.0,1999.0,36.0,498.0,1627.0,582.0,6.0,3.0,9.0,5.0,1.0,1.0,5.0,0.0,4.0,3.3,1.9,5.2,42.0,73.0,103.0,0.44,0.33,24.0,13.0,130.0,582.0,498.0,11.0,23.0,47.8,12.0,32.0,2.0,16.0,11.0,35.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,167.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,3.15,41.0,6.0,6.0,2.0,0.0,10.0,0.55,879.0,1012.0,86.9,12087.0,2837.0,551.0,596.0,92.4,252.0,291.0,86.6,2.3,1.1,27.0,60.0,31.0,9.0,1196.0,10.0,47.0,1195.0,23.0,44.2,22.0,42.3,753.0,3972.0,1995.0,13.0,33.0,22.0,961.0,7.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,1.0,10.0,130.0,47.0,1195.0,52.0,23.0,44.2,22.0,42.3,753.0,3972.0,1995.0,42.0,41.0,13.0,33.0,22.0,10.0,31.3,1.77,0.55,0.16,0.5,17.7,0.1,2.0,1.7
Elif Elmas,mk,MF,FW,RB Leipzig,Bundesliga,23.0,1999.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elijah Adebayo,eng,FW,0,Luton Town,Premier League,25.0,1998.0,0.0,0.0,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eliot Matazo,be,MF,0,Monaco,Ligue 1,21.0,2002.0,23.0,81.0,1175.0,399.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,5.0,60.0,10.0,0.08,0.03,26.0,12.0,134.0,399.0,81.0,11.0,26.0,42.3,15.0,18.0,4.0,14.0,15.0,41.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.84,9.0,0.0,0.0,1.0,1.0,0.0,0.0,399.0,493.0,80.9,7648.0,1822.0,156.0,186.0,83.9,183.0,213.0,85.9,0.3,-0.1,2.0,50.0,3.0,0.0,606.0,30.0,1.0,606.0,4.0,25.0,9.0,56.3,431.0,2218.0,889.0,0.0,9.0,12.0,363.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,134.0,1.0,606.0,16.0,4.0,25.0,9.0,56.3,431.0,2218.0,889.0,5.0,13.0,0.0,9.0,12.0,3.0,75.0,0.31,0.23,0.25,0.33,22.9,0.05,0.8,0.8
Elliot Anderson,eng,MF,FW,Newcastle Utd,Premier League,20.0,2002.0,22.0,151.0,410.0,99.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3,2.3,23.0,24.0,35.0,0.22,0.5,11.0,5.0,44.0,99.0,151.0,6.0,12.0,50.0,9.0,11.0,2.0,9.0,6.0,17.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,370.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.83,16.0,0.0,2.0,4.0,0.0,1.0,0.22,150.0,198.0,75.8,2043.0,599.0,90.0,104.0,86.5,44.0,56.0,78.6,1.5,-0.3,9.0,15.0,4.0,0.0,286.0,7.0,39.0,431.0,10.0,34.5,13.0,44.8,160.0,970.0,522.0,12.0,9.0,10.0,182.0,29.0,4.0,1.0,19.0,25.0,0.0,0.0,0.0,0.0,7.0,44.0,39.0,286.0,29.0,10.0,34.5,13.0,44.8,160.0,970.0,522.0,23.0,15.0,12.0,9.0,10.0,4.0,36.4,2.41,0.88,0.0,0.0,16.0,0.09,-1.0,-1.0
Ellis Simms,eng,FW,0,Everton,Premier League,21.0,2001.0,11.0,47.0,228.0,36.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,0.9,2.0,4.0,19.0,0.39,0.37,0.0,0.0,2.0,36.0,47.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.37,4.0,0.0,1.0,0.0,0.0,2.0,0.79,38.0,62.0,61.3,505.0,105.0,20.0,31.0,64.5,9.0,17.0,52.9,0.4,-0.1,2.0,3.0,1.0,0.0,84.0,1.0,11.0,84.0,2.0,100.0,0.0,0.0,37.0,156.0,55.0,2.0,6.0,2.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,84.0,2.0,2.0,100.0,0.0,0.0,37.0,156.0,55.0,2.0,2.0,2.0,6.0,2.0,1.0,12.5,3.16,0.39,0.13,1.0,16.1,0.11,0.1,0.1
Ellyes Skhiri,tn,MF,0,Eint Frankfurt,Bundesliga,28.0,1995.0,0.0,0.0,0.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.0,1287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ellyes Skhiri,tn,MF,0,Köln,Bundesliga,27.0,1995.0,32.0,287.0,2856.0,1207.0,7.0,1.0,8.0,7.0,0.0,0.0,5.0,0.0,5.3,5.3,1.8,7.1,50.0,155.0,61.0,0.25,0.22,79.0,44.0,583.0,1207.0,287.0,26.0,66.0,39.4,40.0,52.0,12.0,40.0,56.0,135.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.76,48.0,0.0,1.0,0.0,2.0,5.0,0.16,1505.0,1717.0,87.7,26548.0,8222.0,615.0,688.0,89.4,739.0,804.0,91.9,1.8,-0.8,27.0,112.0,13.0,2.0,2056.0,105.0,54.0,2056.0,24.0,75.0,8.0,25.0,1123.0,6762.0,3462.0,7.0,27.0,20.0,1263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,583.0,54.0,2056.0,32.0,24.0,75.0,8.0,25.0,1123.0,6762.0,3462.0,50.0,35.0,7.0,27.0,20.0,11.0,34.4,1.01,0.35,0.22,0.64,15.3,0.17,1.7,1.7
Elseid Hysaj,al,DF,0,Lazio,Serie A,29.0,1994.0,34.0,235.0,1998.0,825.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,1.1,1.3,36.0,103.0,60.0,0.09,0.06,39.0,23.0,542.0,825.0,235.0,23.0,41.0,56.1,18.0,31.0,7.0,24.0,20.0,59.0,42.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.71,34.0,0.0,2.0,2.0,0.0,2.0,0.09,1186.0,1399.0,84.8,17630.0,7029.0,669.0,715.0,93.6,420.0,487.0,86.2,1.1,-0.1,13.0,101.0,15.0,6.0,1589.0,61.0,10.0,1589.0,6.0,28.6,10.0,47.6,822.0,3533.0,1836.0,4.0,19.0,13.0,1019.0,115.0,1.0,0.0,18.0,100.0,0.0,0.0,0.0,1.0,61.0,542.0,10.0,1589.0,21.0,6.0,28.6,10.0,47.6,822.0,3533.0,1836.0,36.0,27.0,4.0,19.0,13.0,2.0,50.0,0.18,0.09,0.25,0.5,20.8,0.04,0.8,0.8
